"customerid","country","monetary_value","last_purchase_date","frequency","customer_segment","avg_transaction_value"
"14544","United Kingdom","2024.45","2011-11-15 15:06:00","2","High value","1012.23"
"15341","United Kingdom","2020.52","2011-09-20 09:40:00","1","High value","2020.52"
"14506","United Kingdom","2012.17","2011-11-22 13:02:00","5","High value","402.43"
"15531","United Kingdom","2007.44","2011-12-01 18:43:00","2","High value","1003.72"
"15372","United Kingdom","2007.40","2011-07-25 16:39:00","1","High value","2007.40"
"16098","United Kingdom","2005.63","2011-09-13 09:59:00","7","High value","286.52"
"14730","United Kingdom","2005.06","2011-12-08 14:39:00","8","High value","250.63"
"14217","United Kingdom","2004.98","2011-12-08 11:53:00","17","High value","117.94"
"14462","United Kingdom","2004.02","2011-10-04 15:55:00","11","High value","182.18"
"17082","United Kingdom","2003.85","2011-11-06 15:17:00","2","High value","1001.93"
"16754","United Kingdom","2002.40","2010-12-02 17:38:00","1","High value","2002.40"
"15493","United Kingdom","2001.80","2011-11-07 12:04:00","5","High value","400.36"
"18188","United Kingdom","2001.04","2011-11-24 16:46:00","3","High value","667.01"
"13305","United Kingdom","2000.86","2011-12-05 15:15:00","10","High value","200.09"
"16698","United Kingdom","1998.00","2011-04-27 10:52:00","2","High value","999.00"
"17827","United Kingdom","1995.46","2011-12-04 15:00:00","5","High value","399.09"
"18204","United Kingdom","1993.70","2011-09-29 16:44:00","3","High value","664.57"
"17679","United Kingdom","1992.11","2011-10-18 07:43:00","2","High value","996.06"
"17088","United Kingdom","1991.01","2011-11-11 14:23:00","4","High value","497.75"
"13246","United Kingdom","1987.30","2011-11-21 16:50:00","6","High value","331.22"
"13590","United Kingdom","1981.92","2011-11-28 12:54:00","6","High value","330.32"
"13725","United Kingdom","1980.56","2011-10-21 10:03:00","8","High value","247.57"
"17422","United Kingdom","1979.37","2011-11-23 13:27:00","6","High value","329.90"
"16341","United Kingdom","1971.87","2011-11-15 09:12:00","4","High value","492.97"
"17997","United Kingdom","1970.67","2011-09-26 16:13:00","8","High value","246.33"
"12674","France","1970.60","2011-11-01 12:12:00","4","High value","492.65"
"12457","Switzerland","1970.53","2011-09-15 14:25:00","5","High value","394.11"
"17790","United Kingdom","1965.55","2011-11-13 11:30:00","14","High value","140.40"
"17218","United Kingdom","1960.72","2011-12-05 13:52:00","10","High value","196.07"
"15351","United Kingdom","1960.11","2011-11-27 12:52:00","7","High value","280.02"
"14498","United Kingdom","1957.32","2011-10-28 12:09:00","5","High value","391.46"
"12853","United Kingdom","1957.10","2011-07-28 11:29:00","6","High value","326.18"
"17554","United Kingdom","1952.45","2011-12-08 14:15:00","5","High value","390.49"
"14533","United Kingdom","1949.72","2011-11-15 12:05:00","7","High value","278.53"
"14653","United Kingdom","1947.55","2011-12-08 13:45:00","7","High value","278.22"
"15814","United Kingdom","1945.33","2011-11-23 08:17:00","4","High value","486.33"
"15518","United Kingdom","1942.45","2011-10-06 13:05:00","8","High value","242.81"
"14418","United Kingdom","1937.25","2011-12-06 11:39:00","3","High value","645.75"
"14472","United Kingdom","1936.84","2011-08-28 11:01:00","8","High value","242.11"
"15864","United Kingdom","1936.32","2011-11-17 13:32:00","6","High value","322.72"
"15157","United Kingdom","1936.07","2011-12-06 11:28:00","3","High value","645.36"
"12528","Germany","1933.48","2011-11-30 14:40:00","6","High value","322.25"
"14655","United Kingdom","1932.23","2011-12-01 16:28:00","4","High value","483.06"
"14978","United Kingdom","1931.42","2011-09-28 13:07:00","5","High value","386.28"
"16983","United Kingdom","1931.25","2011-11-27 12:10:00","7","High value","275.89"
"13094","United Kingdom","1927.32","2011-11-18 14:07:00","12","High value","160.61"
"16942","United Kingdom","1920.59","2011-11-27 12:40:00","9","High value","213.40"
"15021","United Kingdom","1914.82","2011-12-01 11:53:00","9","High value","212.76"
"17368","United Kingdom","1912.67","2011-11-16 15:26:00","8","High value","239.08"
"14285","United Kingdom","1910.01","2011-11-18 14:50:00","4","High value","477.50"
"16426","United Kingdom","1908.25","2011-12-07 14:01:00","10","High value","190.83"
"17228","United Kingdom","1906.09","2011-11-24 10:24:00","8","High value","238.26"
"14210","United Kingdom","1905.84","2011-08-26 12:36:00","6","High value","317.64"
"15819","United Kingdom","1905.45","2011-10-21 14:50:00","4","High value","476.36"
"14250","United Kingdom","1904.05","2011-12-02 14:30:00","3","High value","634.68"
"12762","Portugal","1898.52","2011-12-02 10:23:00","2","High value","949.26"
"17463","United Kingdom","1896.41","2011-11-23 13:40:00","5","High value","379.28"
"17870","United Kingdom","1894.35","2011-12-07 15:07:00","12","High value","157.86"
"14934","Channel Islands","1890.94","2011-09-19 10:10:00","2","High value","945.47"
"12371","Switzerland","1887.96","2011-10-26 10:16:00","2","High value","943.98"
"15641","United Kingdom","1887.20","2011-08-26 14:04:00","4","High value","471.80"
"16170","United Kingdom","1885.05","2011-10-20 08:21:00","6","High value","314.18"
"13890","United Kingdom","1883.81","2011-12-08 15:36:00","10","High value","188.38"
"16128","United Kingdom","1880.22","2011-11-22 11:14:00","5","High value","376.04"
"17738","United Kingdom","1879.05","2011-11-20 15:05:00","4","High value","469.76"
"15367","United Kingdom","1877.59","2011-10-13 14:13:00","4","High value","469.40"
"17293","United Kingdom","1875.11","2011-12-01 14:37:00","9","High value","208.35"
"16986","United Kingdom","1873.20","2011-11-10 11:55:00","2","High value","936.60"
"13982","United Kingdom","1871.81","2011-10-31 16:24:00","4","High value","467.95"
"16474","United Kingdom","1871.50","2011-12-02 13:02:00","7","High value","267.36"
"17469","United Kingdom","1870.97","2011-11-23 13:15:00","5","High value","374.19"
"16841","United Kingdom","1869.82","2011-11-03 11:51:00","6","High value","311.64"
"14524","United Kingdom","1867.68","2011-11-08 12:29:00","9","High value","207.52"
"17787","United Kingdom","1865.19","2011-07-10 11:24:00","4","High value","466.30"
"16201","United Kingdom","1863.47","2011-12-06 16:02:00","4","High value","465.87"
"14887","United Kingdom","1862.00","2011-09-21 15:32:00","1","High value","1862.00"
"12423","Belgium","1859.31","2011-12-09 10:10:00","8","High value","232.41"
"17873","United Kingdom","1859.16","2011-09-20 16:41:00","5","High value","371.83"
"14305","United Kingdom","1858.96","2011-09-29 15:29:00","3","High value","619.65"
"12963","United Kingdom","1856.63","2011-12-01 12:55:00","8","High value","232.08"
"16979","United Kingdom","1852.00","2011-12-06 12:21:00","6","High value","308.67"
"13421","United Kingdom","1851.08","2011-10-30 14:21:00","2","High value","925.54"
"12383","Belgium","1850.56","2011-06-08 08:02:00","5","High value","370.11"
"12381","Norway","1845.31","2011-12-05 12:44:00","5","High value","369.06"
"17519","United Kingdom","1844.02","2011-11-22 16:43:00","6","High value","307.34"
"18180","United Kingdom","1843.75","2011-12-05 08:39:00","6","High value","307.29"
"12950","United Kingdom","1843.00","2011-12-07 13:17:00","3","High value","614.33"
"17015","United Kingdom","1842.56","2011-11-11 10:45:00","3","High value","614.19"
"16102","United Kingdom","1842.14","2011-10-28 13:19:00","3","High value","614.05"
"16455","United Kingdom","1841.18","2011-10-07 12:17:00","7","High value","263.03"
"14113","United Kingdom","1840.42","2011-12-06 12:18:00","4","High value","460.11"
"14216","United Kingdom","1839.30","2011-12-06 14:56:00","4","High value","459.83"
"13924","United Kingdom","1838.85","2011-12-08 09:39:00","6","High value","306.48"
"14459","United Kingdom","1837.92","2011-07-07 13:35:00","1","High value","1837.92"
"18287","United Kingdom","1837.28","2011-10-28 09:29:00","3","High value","612.43"
"13650","United Kingdom","1836.34","2011-11-23 12:22:00","6","High value","306.06"
"15827","United Kingdom","1836.09","2011-09-27 15:35:00","14","High value","131.15"
"13048","United Kingdom","1835.91","2011-11-25 13:23:00","4","High value","458.98"
"14665","United Kingdom","1835.70","2011-10-10 09:14:00","5","High value","367.14"
"16152","United Kingdom","1829.04","2011-03-16 09:47:00","1","High value","1829.04"
"15203","United Kingdom","1827.80","2011-11-14 08:16:00","6","High value","304.63"
"18122","United Kingdom","1826.21","2011-12-01 13:08:00","6","High value","304.37"
"17702","United Kingdom","1824.37","2011-11-09 16:03:00","4","High value","456.09"
"16153","United Kingdom","1824.23","2011-10-21 10:50:00","5","High value","364.85"
"17705","United Kingdom","1823.52","2011-12-06 13:45:00","9","High value","202.61"
"16169","United Kingdom","1822.97","2011-12-01 15:28:00","4","High value","455.74"
"17828","Malta","1820.09","2011-11-17 08:41:00","4","High value","455.02"
"17629","United Kingdom","1814.12","2011-12-04 10:56:00","8","High value","226.77"
"15260","United Kingdom","1810.77","2011-08-31 13:55:00","7","High value","258.68"
"13481","United Kingdom","1804.56","2011-10-25 09:07:00","5","High value","360.91"
"17663","United Kingdom","1802.91","2011-11-14 08:56:00","7","High value","257.56"
"15812","United Kingdom","1801.14","2011-08-24 14:19:00","5","High value","360.23"
"16249","United Kingdom","1800.07","2011-10-18 10:07:00","5","High value","360.01"
"13562","United Kingdom","1799.33","2011-09-19 10:51:00","3","High value","599.78"
"13196","United Kingdom","1797.78","2011-11-28 13:54:00","4","High value","449.45"
"17750","United Kingdom","1797.57","2011-12-04 14:09:00","9","High value","199.73"
"17648","United Kingdom","1797.50","2011-10-10 09:41:00","4","High value","449.38"
"12348","Finland","1797.24","2011-09-25 13:13:00","4","High value","449.31"
"18235","United Kingdom","1796.48","2011-09-29 08:27:00","3","High value","598.83"
"13134","United Kingdom","1793.58","2011-09-15 10:35:00","4","High value","448.40"
"18179","United Kingdom","1793.17","2011-11-30 16:23:00","6","High value","298.86"
"13510","United Kingdom","1791.56","2011-12-08 13:46:00","4","High value","447.89"
"16719","United Kingdom","1790.42","2011-11-25 09:27:00","7","High value","255.77"
"12523","France","1789.77","2011-11-20 12:55:00","11","High value","162.71"
"14215","United Kingdom","1789.72","2011-11-28 12:19:00","6","High value","298.29"
"14621","United Kingdom","1788.36","2011-12-08 16:22:00","5","High value","357.67"
"13875","United Kingdom","1786.79","2011-10-17 09:36:00","5","High value","357.36"
"14608","United Kingdom","1785.15","2011-12-05 16:52:00","4","High value","446.29"
"14935","Channel Islands","1784.71","2011-02-15 14:44:00","1","High value","1784.71"
"15050","United Kingdom","1782.09","2011-11-14 16:17:00","3","High value","594.03"
"16380","United Kingdom","1780.59","2011-10-09 15:40:00","1","High value","1780.59"
"15220","United Kingdom","1778.96","2011-10-19 12:39:00","6","High value","296.49"
"17092","United Kingdom","1777.78","2011-10-20 19:51:00","4","High value","444.45"
"12645","Germany","1775.18","2011-11-06 12:38:00","4","High value","443.80"
"17754","United Kingdom","1772.26","2011-12-09 11:20:00","5","High value","354.45"
"15594","United Kingdom","1771.78","2011-11-24 08:53:00","5","High value","354.36"
"15473","United Kingdom","1771.20","2011-11-25 15:15:00","7","High value","253.03"
"17813","United Kingdom","1770.88","2011-11-25 16:13:00","5","High value","354.18"
"14387","United Kingdom","1770.56","2011-11-07 12:29:00","3","High value","590.19"
"16681","United Kingdom","1770.34","2011-09-28 11:11:00","6","High value","295.06"
"13456","United Kingdom","1766.72","2011-11-22 09:18:00","6","High value","294.45"
"15950","United Kingdom","1765.51","2011-11-08 11:09:00","4","High value","441.38"
"16751","United Kingdom","1764.72","2011-11-09 10:48:00","1","High value","1764.72"
"12424","Australia","1760.96","2011-06-30 12:06:00","2","High value","880.48"
"12823","United Kingdom","1759.50","2011-09-26 07:35:00","5","High value","351.90"
"12349","Italy","1757.55","2011-11-21 09:51:00","1","High value","1757.55"
"15241","United Kingdom","1756.44","2011-10-04 09:05:00","8","High value","219.56"
"16359","United Kingdom","1750.92","2011-12-02 17:04:00","9","High value","194.55"
"13564","United Kingdom","1749.02","2011-07-18 14:33:00","3","High value","583.01"
"13808","United Kingdom","1747.66","2011-12-04 12:18:00","5","High value","349.53"
"15067","United Kingdom","1744.76","2011-09-22 13:20:00","3","High value","581.59"
"13157","United Kingdom","1741.22","2011-10-21 13:50:00","4","High value","435.31"
"14595","United Kingdom","1740.60","2011-11-20 12:12:00","6","High value","290.10"
"17930","United Kingdom","1740.48","2011-11-04 10:23:00","5","High value","348.10"
"17353","United Kingdom","1740.00","2011-08-02 17:19:00","2","High value","870.00"
"17457","United Kingdom","1737.70","2011-08-05 12:48:00","5","High value","347.54"
"14673","United Kingdom","1736.40","2011-12-06 14:31:00","5","High value","347.28"
"17043","United Kingdom","1735.18","2011-11-07 15:33:00","4","High value","433.80"
"16791","United Kingdom","1721.78","2011-11-10 19:12:00","7","High value","245.97"
"17451","United Kingdom","1721.40","2011-12-08 15:02:00","7","High value","245.91"
"14834","United Kingdom","1720.30","2011-11-22 10:30:00","6","High value","286.72"
"15267","United Kingdom","1717.36","2011-11-17 15:59:00","5","High value","343.47"
"17162","United Kingdom","1715.46","2011-11-11 11:34:00","10","High value","171.55"
"13763","United Kingdom","1714.96","2011-10-07 15:13:00","1","High value","1714.96"
"17147","United Kingdom","1714.59","2011-11-17 12:32:00","4","High value","428.65"
"14441","United Kingdom","1712.89","2011-12-09 09:07:00","4","High value","428.22"
"12405","Finland","1710.39","2011-07-14 08:52:00","1","High value","1710.39"
"15947","United Kingdom","1708.24","2011-09-18 10:46:00","1","High value","1708.24"
"12407","Belgium","1708.12","2011-10-21 10:11:00","5","High value","341.62"
"16902","United Kingdom","1706.88","2011-08-15 14:17:00","1","High value","1706.88"
"15240","United Kingdom","1706.57","2011-10-26 09:50:00","5","High value","341.31"
"16398","United Kingdom","1705.80","2011-07-08 15:16:00","2","High value","852.90"
"17282","United Kingdom","1703.41","2011-08-01 14:29:00","3","High value","567.80"
"12843","United Kingdom","1702.26","2011-10-05 12:09:00","8","High value","212.78"
"16007","United Kingdom","1701.94","2011-10-23 11:05:00","4","High value","425.49"
"13184","United Kingdom","1701.29","2011-11-25 12:02:00","10","High value","170.13"
"17193","United Kingdom","1699.30","2011-11-04 12:47:00","7","High value","242.76"
"13824","United Kingdom","1698.94","2011-11-07 12:41:00","5","High value","339.79"
"12455","Cyprus","1698.90","2011-02-17 17:05:00","2","High value","849.45"
"16775","United Kingdom","1695.66","2011-11-29 15:22:00","11","High value","154.15"
"12764","Lebanon","1693.88","2011-01-27 10:19:00","1","High value","1693.88"
"14245","United Kingdom","1693.45","2011-05-04 08:40:00","2","High value","846.73"
"15549","United Kingdom","1693.26","2011-09-23 16:22:00","3","High value","564.42"
"16813","United Kingdom","1692.98","2011-12-01 14:03:00","10","High value","169.30"
"16671","United Kingdom","1692.27","2011-11-11 13:40:00","3","High value","564.09"
"15380","United Kingdom","1690.26","2011-12-01 12:13:00","5","High value","338.05"
"17152","United Kingdom","1689.50","2011-05-29 12:19:00","3","High value","563.17"
"12635","Germany","1689.18","2011-09-11 11:04:00","2","High value","844.59"
"13162","United Kingdom","1688.29","2011-08-09 15:59:00","4","High value","422.07"
"13577","United Kingdom","1687.60","2011-11-14 15:19:00","4","High value","421.90"
"16638","United Kingdom","1680.72","2011-11-17 11:09:00","10","High value","168.07"
"13647","United Kingdom","1678.12","2011-11-30 12:00:00","4","High value","419.53"
"13149","United Kingdom","1676.06","2011-11-25 13:09:00","4","High value","419.02"
"17656","United Kingdom","1674.69","2011-09-27 13:04:00","5","High value","334.94"
"16115","United Kingdom","1667.97","2011-11-30 11:32:00","8","High value","208.50"
"12912","United Kingdom","1662.30","2011-12-07 08:55:00","5","High value","332.46"
"12530","Germany","1662.28","2011-10-11 12:34:00","4","High value","415.57"
"13012","United Kingdom","1661.84","2011-11-30 13:05:00","8","High value","207.73"
"15214","United Kingdom","1661.44","2011-12-08 12:07:00","8","High value","207.68"
"15024","United Kingdom","1661.33","2011-11-30 12:06:00","10","High value","166.13"
"15332","Lithuania","1661.06","2010-12-08 14:43:00","4","medium value","415.27"
"12967","United Kingdom","1660.90","2010-12-16 19:10:00","2","medium value","830.45"
"14045","United Kingdom","1659.75","2011-08-22 15:27:00","4","medium value","414.94"
"15953","United Kingdom","1659.38","2011-11-24 15:32:00","8","medium value","207.42"
"15826","United Kingdom","1654.31","2011-10-14 16:05:00","3","medium value","551.44"
"14573","United Kingdom","1653.42","2011-06-13 11:15:00","9","medium value","183.71"
"17284","United Kingdom","1652.58","2011-10-10 14:38:00","6","medium value","275.43"
"16711","United Kingdom","1651.03","2011-12-06 16:32:00","5","medium value","330.21"
"14837","United Kingdom","1649.50","2011-09-11 10:58:00","4","medium value","412.38"
"13750","United Kingdom","1647.26","2011-10-17 12:16:00","5","medium value","329.45"
"12657","France","1643.18","2011-11-28 15:47:00","4","medium value","410.80"
"15002","United Kingdom","1641.76","2011-08-16 10:44:00","4","medium value","410.44"
"13627","United Kingdom","1638.47","2011-10-11 14:20:00","5","medium value","327.69"
"12398","Switzerland","1635.66","2011-10-25 10:27:00","1","medium value","1635.66"
"15122","United Kingdom","1633.78","2011-08-17 16:48:00","3","medium value","544.59"
"14164","United Kingdom","1631.77","2011-09-30 12:24:00","2","medium value","815.89"
"17673","United Kingdom","1629.12","2011-12-08 12:50:00","6","medium value","271.52"
"12377","Switzerland","1628.12","2011-01-28 15:45:00","2","medium value","814.06"
"16515","United Kingdom","1627.13","2011-10-18 13:10:00","5","medium value","325.43"
"14759","United Kingdom","1625.97","2011-12-05 12:03:00","3","medium value","541.99"
"16987","United Kingdom","1625.05","2011-12-06 17:26:00","7","medium value","232.15"
"13425","United Kingdom","1624.21","2011-08-23 17:13:00","3","medium value","541.40"
"15172","United Kingdom","1624.05","2011-12-01 11:51:00","5","medium value","324.81"
"14937","Channel Islands","1621.88","2011-10-14 12:29:00","3","medium value","540.63"
"17101","United Kingdom","1621.73","2011-11-29 13:57:00","4","medium value","405.43"
"14178","United Kingdom","1620.93","2011-12-01 12:01:00","7","medium value","231.56"
"16801","United Kingdom","1619.73","2011-06-29 15:33:00","4","medium value","404.93"
"18161","United Kingdom","1618.69","2011-11-24 16:40:00","5","medium value","323.74"
"14336","United Kingdom","1614.91","2011-11-23 11:40:00","4","medium value","403.73"
"16992","United Kingdom","1614.31","2011-11-29 11:50:00","5","medium value","322.86"
"15791","United Kingdom","1612.69","2011-10-27 10:14:00","2","medium value","806.35"
"14312","United Kingdom","1611.59","2011-10-24 09:46:00","6","medium value","268.60"
"13614","United Kingdom","1610.46","2011-11-15 14:47:00","4","medium value","402.62"
"14918","United Kingdom","1610.15","2011-08-16 11:50:00","2","medium value","805.08"
"12868","United Kingdom","1607.06","2011-06-07 10:42:00","6","medium value","267.84"
"16817","United Kingdom","1604.75","2011-12-07 11:03:00","9","medium value","178.31"
"12947","United Kingdom","1603.99","2011-07-19 10:06:00","6","medium value","267.33"
"16466","United Kingdom","1603.46","2011-11-06 11:35:00","7","medium value","229.07"
"14719","United Kingdom","1602.13","2011-12-08 12:43:00","5","medium value","320.43"
"14587","United Kingdom","1601.14","2011-11-21 11:34:00","9","medium value","177.90"
"15660","United Kingdom","1600.86","2011-11-14 16:58:00","9","medium value","177.87"
"16496","United Kingdom","1599.52","2011-12-01 10:31:00","3","medium value","533.17"
"13850","United Kingdom","1595.48","2011-08-02 14:04:00","1","medium value","1595.48"
"17837","United Kingdom","1593.38","2011-10-28 16:13:00","8","medium value","199.17"
"16332","United Kingdom","1593.20","2011-11-11 14:22:00","7","medium value","227.60"
"16676","United Kingdom","1592.12","2011-11-06 12:01:00","4","medium value","398.03"
"14970","United Kingdom","1592.06","2011-10-02 13:44:00","4","medium value","398.02"
"15611","United Kingdom","1591.45","2011-11-30 12:36:00","13","medium value","122.42"
"18178","United Kingdom","1590.81","2011-08-03 09:30:00","4","medium value","397.70"
"14442","Channel Islands","1589.82","2011-05-19 11:36:00","2","medium value","794.91"
"12393","Australia","1582.60","2011-09-28 15:41:00","4","medium value","395.65"
"15532","United Kingdom","1580.93","2011-11-14 14:51:00","4","medium value","395.23"
"12607","USA","1579.51","2011-10-10 16:06:00","1","medium value","1579.51"
"13814","Germany","1579.12","2011-09-08 13:48:00","2","medium value","789.56"
"16889","United Kingdom","1578.67","2011-05-29 11:05:00","3","medium value","526.22"
"13186","United Kingdom","1575.89","2011-10-31 11:40:00","3","medium value","525.30"
"13634","United Kingdom","1575.16","2011-11-06 13:40:00","5","medium value","315.03"
"13659","United Kingdom","1573.20","2011-05-18 12:37:00","2","medium value","786.60"
"17671","United Kingdom","1572.71","2011-11-24 12:21:00","4","medium value","393.18"
"16283","United Kingdom","1570.81","2011-12-04 12:08:00","5","medium value","314.16"
"12865","Austria","1568.23","2011-11-13 14:31:00","2","medium value","784.12"
"15906","United Kingdom","1567.69","2011-11-20 12:24:00","7","medium value","223.96"
"15111","United Kingdom","1567.48","2011-11-10 16:58:00","3","medium value","522.49"
"17085","United Kingdom","1566.65","2011-08-08 14:15:00","5","medium value","313.33"
"17204","United Kingdom","1564.56","2011-06-17 14:46:00","4","medium value","391.14"
"18239","United Kingdom","1561.61","2011-05-05 12:38:00","5","medium value","312.32"
"14038","United Kingdom","1560.38","2011-09-22 13:37:00","3","medium value","520.13"
"16394","United Kingdom","1555.34","2011-10-14 09:48:00","5","medium value","311.07"
"13313","United Kingdom","1555.32","2011-11-17 16:48:00","5","medium value","311.06"
"16369","United Kingdom","1553.66","2011-11-21 16:25:00","3","medium value","517.89"
"15620","United Kingdom","1553.18","2011-10-14 12:41:00","3","medium value","517.73"
"15117","United Kingdom","1551.78","2011-11-25 08:12:00","5","medium value","310.36"
"13320","United Kingdom","1548.70","2011-09-22 18:07:00","4","medium value","387.18"
"14229","United Kingdom","1547.20","2011-10-19 10:04:00","3","medium value","515.73"
"14704","United Kingdom","1546.91","2011-11-28 12:51:00","9","medium value","171.88"
"16790","United Kingdom","1545.62","2011-12-06 11:53:00","6","medium value","257.60"
"13397","United Kingdom","1544.13","2011-09-28 10:56:00","5","medium value","308.83"
"15701","United Kingdom","1542.14","2011-12-07 14:39:00","4","medium value","385.54"
"12818","Austria","1542.08","2011-03-23 12:06:00","1","medium value","1542.08"
"16365","United Kingdom","1540.42","2011-11-22 11:24:00","9","medium value","171.16"
"17159","United Kingdom","1538.88","2011-11-18 10:52:00","3","medium value","512.96"
"13849","United Kingdom","1537.95","2011-10-19 10:59:00","2","medium value","768.98"
"12877","United Kingdom","1535.77","2011-12-06 10:30:00","12","medium value","127.98"
"15392","United Kingdom","1535.53","2011-12-05 11:01:00","4","medium value","383.88"
"15625","United Kingdom","1534.26","2011-08-28 10:21:00","4","medium value","383.57"
"13107","United Kingdom","1531.62","2011-10-26 14:52:00","4","medium value","382.91"
"12759","Netherlands","1531.44","2011-10-18 14:49:00","3","medium value","510.48"
"14321","United Kingdom","1530.75","2011-11-29 09:47:00","5","medium value","306.15"
"14567","United Kingdom","1530.36","2011-10-14 10:21:00","2","medium value","765.18"
"15916","United Kingdom","1528.09","2011-11-23 13:46:00","8","medium value","191.01"
"16244","United Kingdom","1522.75","2011-05-12 10:18:00","2","medium value","761.38"
"16434","United Kingdom","1522.25","2011-11-10 14:28:00","7","medium value","217.46"
"16066","United Kingdom","1521.87","2011-11-23 11:54:00","5","medium value","304.37"
"13764","United Kingdom","1521.76","2011-09-30 12:03:00","3","medium value","507.25"
"13213","United Kingdom","1520.58","2011-10-14 11:42:00","5","medium value","304.12"
"16880","United Kingdom","1519.08","2011-11-09 11:33:00","7","medium value","217.01"
"14267","United Kingdom","1516.24","2011-06-30 10:09:00","3","medium value","505.41"
"13791","United Kingdom","1516.00","2011-08-04 11:44:00","2","medium value","758.00"
"16748","United Kingdom","1515.90","2011-11-22 10:17:00","5","medium value","303.18"
"16053","United Kingdom","1511.95","2011-11-07 11:21:00","2","medium value","755.98"
"16910","United Kingdom","1510.06","2011-12-05 12:51:00","8","medium value","188.76"
"16279","United Kingdom","1509.58","2011-11-18 15:00:00","3","medium value","503.19"
"16016","United Kingdom","1508.76","2011-12-06 14:35:00","8","medium value","188.60"
"15265","United Kingdom","1506.12","2011-07-11 14:46:00","2","medium value","753.06"
"12937","United Kingdom","1504.27","2011-11-24 15:05:00","4","medium value","376.07"
"15530","United Kingdom","1502.35","2011-11-18 12:25:00","4","medium value","375.59"
"16762","United Kingdom","1501.38","2011-11-20 11:43:00","3","medium value","500.46"
"13810","Germany","1499.01","2011-11-11 08:33:00","3","medium value","499.67"
"17571","United Kingdom","1498.51","2011-10-20 15:57:00","4","medium value","374.63"
"14414","United Kingdom","1496.98","2011-09-09 12:09:00","7","medium value","213.85"
"16755","United Kingdom","1496.83","2011-08-17 13:21:00","3","medium value","498.94"
"17002","United Kingdom","1493.73","2011-09-15 12:40:00","3","medium value","497.91"
"15057","United Kingdom","1489.50","2011-03-09 15:17:00","2","medium value","744.75"
"13110","United Kingdom","1488.67","2011-11-08 14:30:00","7","medium value","212.67"
"13692","United Kingdom","1488.32","2011-11-15 11:17:00","3","medium value","496.11"
"14963","United Kingdom","1487.80","2011-11-30 12:16:00","5","medium value","297.56"
"17553","United Kingdom","1487.60","2011-08-02 10:00:00","1","medium value","1487.60"
"16395","United Kingdom","1486.90","2011-10-10 12:50:00","5","medium value","297.38"
"14878","United Kingdom","1485.54","2011-11-27 11:15:00","9","medium value","165.06"
"14758","United Kingdom","1484.06","2011-07-18 08:21:00","4","medium value","371.02"
"18016","United Kingdom","1483.56","2011-11-07 13:25:00","5","medium value","296.71"
"15427","United Kingdom","1483.14","2011-11-06 14:29:00","3","medium value","494.38"
"17590","United Kingdom","1479.22","2011-12-07 12:55:00","3","medium value","493.07"
"14403","United Kingdom","1475.81","2011-08-01 12:57:00","4","medium value","368.95"
"15983","United Kingdom","1475.02","2011-11-17 17:34:00","4","medium value","368.76"
"12826","United Kingdom","1474.72","2011-12-07 10:25:00","7","medium value","210.67"
"14404","United Kingdom","1474.32","2011-11-06 12:30:00","6","medium value","245.72"
"14246","United Kingdom","1474.06","2011-08-21 11:50:00","3","medium value","491.35"
"15128","United Kingdom","1471.00","2011-10-10 13:54:00","4","medium value","367.75"
"16348","United Kingdom","1469.45","2011-11-07 15:44:00","7","medium value","209.92"
"14875","United Kingdom","1465.32","2011-08-24 12:20:00","2","medium value","732.66"
"12882","United Kingdom","1463.04","2011-11-30 16:18:00","2","medium value","731.52"
"14233","United Kingdom","1462.72","2011-10-21 15:54:00","4","medium value","365.68"
"14541","United Kingdom","1461.65","2011-10-12 10:08:00","8","medium value","182.71"
"17063","United Kingdom","1461.14","2011-11-18 16:19:00","7","medium value","208.73"
"16059","United Kingdom","1459.86","2011-10-05 09:56:00","6","medium value","243.31"
"16996","United Kingdom","1456.96","2011-11-09 16:43:00","6","medium value","242.83"
"13309","United Kingdom","1456.79","2011-12-02 16:34:00","5","medium value","291.36"
"13477","United Kingdom","1454.58","2011-11-02 12:04:00","6","medium value","242.43"
"15987","United Kingdom","1451.28","2011-11-27 15:38:00","7","medium value","207.33"
"14740","United Kingdom","1448.21","2011-05-26 18:17:00","3","medium value","482.74"
"15426","United Kingdom","1447.39","2011-11-20 15:36:00","5","medium value","289.48"
"14591","United Kingdom","1447.14","2011-11-24 13:57:00","4","medium value","361.79"
"17073","United Kingdom","1446.09","2011-11-22 11:47:00","4","medium value","361.52"
"13717","United Kingdom","1445.01","2011-11-07 14:13:00","6","medium value","240.84"
"13461","United Kingdom","1445.00","2011-11-01 09:01:00","3","medium value","481.67"
"17175","United Kingdom","1443.69","2011-10-26 15:31:00","4","medium value","360.92"
"15478","United Kingdom","1441.42","2011-10-30 14:19:00","2","medium value","720.71"
"15858","United Kingdom","1438.85","2011-11-24 12:48:00","5","medium value","287.77"
"14071","United Kingdom","1438.82","2011-12-06 12:27:00","8","medium value","179.85"
"13159","United Kingdom","1437.85","2011-12-01 11:20:00","4","medium value","359.46"
"14566","Channel Islands","1432.00","2011-08-21 11:05:00","1","medium value","1432.00"
"16503","United Kingdom","1431.93","2011-08-25 11:46:00","4","medium value","357.98"
"13475","United Kingdom","1431.78","2011-06-01 13:52:00","4","medium value","357.95"
"16103","United Kingdom","1429.64","2011-12-02 14:16:00","6","medium value","238.27"
